age_in_days,age_to_years,age_group
28689,79,76 to 80
28690,79,76 to 80
28691,79,76 to 80
28692,79,76 to 80
28693,79,76 to 80
28694,79,76 to 80
28695,79,76 to 80
28696,79,76 to 80
28697,79,76 to 80
28698,79,76 to 80
28699,79,76 to 80
28700,79,76 to 80
28701,79,76 to 80
28702,79,76 to 80
28703,79,76 to 80
28704,79,76 to 80
28705,79,76 to 80
28706,79,76 to 80
28707,79,76 to 80
28708,79,76 to 80
28709,79,76 to 80
28710,79,76 to 80
28711,79,76 to 80
28712,79,76 to 80
28713,79,76 to 80
28714,79,76 to 80
28715,79,76 to 80
28716,79,76 to 80
28717,79,76 to 80
28718,79,76 to 80
28719,79,76 to 80
28720,79,76 to 80
28721,79,76 to 80
28722,79,76 to 80
28723,79,76 to 80
28724,79,76 to 80
28725,79,76 to 80
28726,79,76 to 80
28727,79,76 to 80
28728,79,76 to 80
28729,79,76 to 80
28730,79,76 to 80
28731,79,76 to 80
28732,79,76 to 80
28733,79,76 to 80
28734,79,76 to 80
28735,79,76 to 80
28736,79,76 to 80
28737,79,76 to 80
28738,79,76 to 80
28739,79,76 to 80
28740,79,76 to 80
28741,79,76 to 80
28742,79,76 to 80
28743,79,76 to 80
28744,79,76 to 80
28745,79,76 to 80
28746,79,76 to 80
28747,79,76 to 80
28748,79,76 to 80
28749,79,76 to 80
28750,79,76 to 80
28751,79,76 to 80
28752,79,76 to 80
28753,79,76 to 80
28754,79,76 to 80
28755,79,76 to 80
28756,79,76 to 80
28757,79,76 to 80
28758,79,76 to 80
28759,79,76 to 80
28760,79,76 to 80
28761,79,76 to 80
28762,79,76 to 80
28763,79,76 to 80
28764,79,76 to 80
28765,79,76 to 80
28766,79,76 to 80
28767,79,76 to 80
28768,79,76 to 80
28769,79,76 to 80
28770,79,76 to 80
28771,79,76 to 80
28772,79,76 to 80
28773,79,76 to 80
28774,79,76 to 80
28775,79,76 to 80
28776,79,76 to 80
28777,79,76 to 80
28778,79,76 to 80
28779,79,76 to 80
28780,79,76 to 80
28781,79,76 to 80
28782,79,76 to 80
28783,79,76 to 80
28784,79,76 to 80
28785,79,76 to 80
28786,79,76 to 80
28787,79,76 to 80
28788,79,76 to 80
28789,79,76 to 80
28790,79,76 to 80
28791,79,76 to 80
28792,79,76 to 80
28793,79,76 to 80
28794,79,76 to 80
28795,79,76 to 80
28796,79,76 to 80
28797,79,76 to 80
28798,79,76 to 80
28799,79,76 to 80
28800,79,76 to 80
28801,79,76 to 80
28802,79,76 to 80
28803,79,76 to 80
28804,79,76 to 80
28805,79,76 to 80
28806,79,76 to 80
28807,79,76 to 80
28808,79,76 to 80
28809,79,76 to 80
28810,79,76 to 80
28811,79,76 to 80
28812,79,76 to 80
28813,79,76 to 80
28814,79,76 to 80
28815,79,76 to 80
28816,79,76 to 80
28817,79,76 to 80
28818,79,76 to 80
28819,79,76 to 80
28820,79,76 to 80
28821,79,76 to 80
28822,79,76 to 80
28823,79,76 to 80
28824,79,76 to 80
28825,79,76 to 80
28826,79,76 to 80
28827,79,76 to 80
28828,79,76 to 80
28829,79,76 to 80
28830,79,76 to 80
28831,79,76 to 80
28832,79,76 to 80
28833,79,76 to 80
28834,79,76 to 80
28835,79,76 to 80
28836,79,76 to 80
28837,79,76 to 80
28838,79,76 to 80
28839,79,76 to 80
28840,79,76 to 80
28841,79,76 to 80
28842,79,76 to 80
28843,79,76 to 80
28844,79,76 to 80
28845,79,76 to 80
28846,79,76 to 80
28847,79,76 to 80
28848,79,76 to 80
28849,79,76 to 80
28850,79,76 to 80
28851,79,76 to 80
28852,79,76 to 80
28853,79,76 to 80
28854,79,76 to 80
28855,79,76 to 80
28856,79,76 to 80
28857,79,76 to 80
28858,79,76 to 80
28859,79,76 to 80
28860,79,76 to 80
28861,79,76 to 80
28862,79,76 to 80
28863,79,76 to 80
28864,79,76 to 80
28865,79,76 to 80
28866,79,76 to 80
28867,79,76 to 80
28868,79,76 to 80
28869,79,76 to 80
28870,79,76 to 80
28871,79,76 to 80
28872,79,76 to 80
28873,79,76 to 80
28874,79,76 to 80
28875,79,76 to 80
28876,79,76 to 80
28877,79,76 to 80
28878,79,76 to 80
28879,79,76 to 80
28880,79,76 to 80
28881,79,76 to 80
28882,79,76 to 80
28883,79,76 to 80
28884,79,76 to 80
28885,79,76 to 80
28886,79,76 to 80
28887,79,76 to 80
28888,79,76 to 80
28889,79,76 to 80
28890,79,76 to 80
28891,79,76 to 80
28892,79,76 to 80
28893,79,76 to 80
28894,79,76 to 80
28895,79,76 to 80
28896,79,76 to 80
28897,79,76 to 80
28898,79,76 to 80
28899,79,76 to 80
28900,79,76 to 80
28901,79,76 to 80
28902,79,76 to 80
28903,79,76 to 80
28904,79,76 to 80
28905,79,76 to 80
28906,79,76 to 80
28907,79,76 to 80
28908,79,76 to 80
28909,79,76 to 80
28910,79,76 to 80
28911,79,76 to 80
28912,79,76 to 80
28913,79,76 to 80
28914,79,76 to 80
28915,79,76 to 80
28916,79,76 to 80
28917,79,76 to 80
28918,79,76 to 80
28919,79,76 to 80
28920,79,76 to 80
28921,79,76 to 80
28922,79,76 to 80
28923,79,76 to 80
28924,79,76 to 80
28925,79,76 to 80
28926,79,76 to 80
28927,79,76 to 80
28928,79,76 to 80
28929,79,76 to 80
28930,79,76 to 80
28931,79,76 to 80
28932,79,76 to 80
28933,79,76 to 80
28934,79,76 to 80
28935,79,76 to 80
28936,79,76 to 80
28937,79,76 to 80
28938,79,76 to 80
28939,79,76 to 80
28940,79,76 to 80
28941,79,76 to 80
28942,79,76 to 80
28943,79,76 to 80
28944,79,76 to 80
28945,79,76 to 80
28946,79,76 to 80
28947,79,76 to 80
28948,79,76 to 80
28949,79,76 to 80
28950,79,76 to 80
28951,79,76 to 80
28952,79,76 to 80
28953,79,76 to 80
28954,79,76 to 80
28955,79,76 to 80
28956,79,76 to 80
28957,79,76 to 80
28958,79,76 to 80
28959,79,76 to 80
28960,79,76 to 80
28961,79,76 to 80
28962,79,76 to 80
28963,79,76 to 80
28964,79,76 to 80
28965,79,76 to 80
28966,79,76 to 80
28967,79,76 to 80
28968,79,76 to 80
28969,79,76 to 80
28970,79,76 to 80
28971,79,76 to 80
28972,79,76 to 80
28973,79,76 to 80
28974,79,76 to 80
28975,79,76 to 80
28976,79,76 to 80
28977,79,76 to 80
28978,79,76 to 80
28979,79,76 to 80
28980,79,76 to 80
28981,79,76 to 80
28982,79,76 to 80
28983,79,76 to 80
28984,79,76 to 80
28985,79,76 to 80
28986,79,76 to 80
28987,79,76 to 80
28988,79,76 to 80
28989,79,76 to 80
28990,79,76 to 80
28991,79,76 to 80
28992,79,76 to 80
28993,79,76 to 80
28994,79,76 to 80
28995,79,76 to 80
28996,79,76 to 80
28997,79,76 to 80
28998,79,76 to 80
28999,79,76 to 80
29000,79,76 to 80
29001,79,76 to 80
29002,79,76 to 80
29003,79,76 to 80
29004,79,76 to 80
29005,79,76 to 80
29006,79,76 to 80
29007,79,76 to 80
29008,79,76 to 80
29009,79,76 to 80
29010,79,76 to 80
29011,79,76 to 80
29012,79,76 to 80
29013,79,76 to 80
29014,79,76 to 80
29015,79,76 to 80
29016,79,76 to 80
29017,79,76 to 80
29018,79,76 to 80
29019,79,76 to 80
29020,79,76 to 80
29021,79,76 to 80
29022,79,76 to 80
29023,79,76 to 80
29024,79,76 to 80
29025,79,76 to 80
29026,79,76 to 80
29027,79,76 to 80
29028,79,76 to 80
29029,79,76 to 80
29030,79,76 to 80
29031,79,76 to 80
29032,79,76 to 80
29033,79,76 to 80
29034,79,76 to 80
29035,79,76 to 80
29036,79,76 to 80
29037,79,76 to 80
29038,80,76 to 80
29039,80,76 to 80
29040,80,76 to 80
29041,80,76 to 80
29042,80,76 to 80
29043,80,76 to 80
29044,80,76 to 80
29045,80,76 to 80
29046,80,76 to 80
29047,80,76 to 80
29048,80,76 to 80
29049,80,76 to 80
29050,80,76 to 80
29051,80,76 to 80
29052,80,76 to 80
29053,80,76 to 80
29054,80,76 to 80
29055,80,76 to 80
29056,80,76 to 80
29057,80,76 to 80
29058,80,76 to 80
29059,80,76 to 80
29060,80,76 to 80
29061,80,76 to 80
29062,80,76 to 80
29063,80,76 to 80
29064,80,76 to 80
29065,80,76 to 80
29066,80,76 to 80
29067,80,76 to 80
29068,80,76 to 80
29069,80,76 to 80
29070,80,76 to 80
29071,80,76 to 80
29072,80,76 to 80
29073,80,76 to 80
29074,80,76 to 80
29075,80,76 to 80
29076,80,76 to 80
29077,80,76 to 80
29078,80,76 to 80
29079,80,76 to 80
29080,80,76 to 80
29081,80,76 to 80
29082,80,76 to 80
29083,80,76 to 80
29084,80,76 to 80
29085,80,76 to 80
29086,80,76 to 80
29087,80,76 to 80
29088,80,76 to 80
29089,80,76 to 80
29090,80,76 to 80
29091,80,76 to 80
29092,80,76 to 80
29093,80,76 to 80
29094,80,76 to 80
29095,80,76 to 80
29096,80,76 to 80
29097,80,76 to 80
29098,80,76 to 80
29099,80,76 to 80
29100,80,76 to 80
29101,80,76 to 80
29102,80,76 to 80
29103,80,76 to 80
29104,80,76 to 80
29105,80,76 to 80
29106,80,76 to 80
29107,80,76 to 80
29108,80,76 to 80
29109,80,76 to 80
29110,80,76 to 80
29111,80,76 to 80
29112,80,76 to 80
29113,80,76 to 80
29114,80,76 to 80
29115,80,76 to 80
29116,80,76 to 80
29117,80,76 to 80
29118,80,76 to 80
29119,80,76 to 80
29120,80,76 to 80
29121,80,76 to 80
29122,80,76 to 80
29123,80,76 to 80
29124,80,76 to 80
29125,80,76 to 80
29126,80,76 to 80
29127,80,76 to 80
29128,80,76 to 80
29129,80,76 to 80
29130,80,76 to 80
29131,80,76 to 80
29132,80,76 to 80
29133,80,76 to 80
29134,80,76 to 80
29135,80,76 to 80
29136,80,76 to 80
29137,80,76 to 80
29138,80,76 to 80
29139,80,76 to 80
29140,80,76 to 80
29141,80,76 to 80
29142,80,76 to 80
29143,80,76 to 80
29144,80,76 to 80
29145,80,76 to 80
29146,80,76 to 80
29147,80,76 to 80
29148,80,76 to 80
29149,80,76 to 80
29150,80,76 to 80
29151,80,76 to 80
29152,80,76 to 80
29153,80,76 to 80
29154,80,76 to 80
29155,80,76 to 80
29156,80,76 to 80
29157,80,76 to 80
29158,80,76 to 80
29159,80,76 to 80
29160,80,76 to 80
29161,80,76 to 80
29162,80,76 to 80
29163,80,76 to 80
29164,80,76 to 80
29165,80,76 to 80
29166,80,76 to 80
29167,80,76 to 80
29168,80,76 to 80
29169,80,76 to 80
29170,80,76 to 80
29171,80,76 to 80
29172,80,76 to 80
29173,80,76 to 80
29174,80,76 to 80
29175,80,76 to 80
29176,80,76 to 80
29177,80,76 to 80
29178,80,76 to 80
29179,80,76 to 80
29180,80,76 to 80
29181,80,76 to 80
29182,80,76 to 80
29183,80,76 to 80
29184,80,76 to 80
29185,80,76 to 80
29186,80,76 to 80
29187,80,76 to 80
29188,80,76 to 80
29189,80,76 to 80
29190,80,76 to 80
29191,80,76 to 80
29192,80,76 to 80
29193,80,76 to 80
29194,80,76 to 80
29195,80,76 to 80
29196,80,76 to 80
29197,80,76 to 80
29198,80,76 to 80
29199,80,76 to 80
29200,80,76 to 80
29201,80,76 to 80
29202,80,76 to 80
29203,80,76 to 80
29204,80,76 to 80
29205,80,76 to 80
29206,80,76 to 80
29207,80,76 to 80
29208,80,76 to 80
29209,80,76 to 80
29210,80,76 to 80
29211,80,76 to 80
29212,80,76 to 80
29213,80,76 to 80
29214,80,76 to 80
29215,80,76 to 80
29216,80,76 to 80
29217,80,76 to 80
29218,80,76 to 80
29219,80,76 to 80
29220,80,76 to 80
29221,80,76 to 80
29222,80,76 to 80
29223,80,76 to 80
29224,80,76 to 80
29225,80,76 to 80
29226,80,76 to 80
29227,80,76 to 80
29228,80,76 to 80
29229,80,76 to 80
29230,80,76 to 80
29231,80,76 to 80
29232,80,76 to 80
29233,80,76 to 80
29234,80,76 to 80
29235,80,76 to 80
29236,80,76 to 80
29237,80,76 to 80
29238,80,76 to 80
29239,80,76 to 80
29240,80,76 to 80
29241,80,76 to 80
29242,80,76 to 80
29243,80,76 to 80
29244,80,76 to 80
29245,80,76 to 80
29246,80,76 to 80
29247,80,76 to 80
29248,80,76 to 80
29249,80,76 to 80
29250,80,76 to 80
29251,80,76 to 80
29252,80,76 to 80
29253,80,76 to 80
29254,80,76 to 80
29255,80,76 to 80
29256,80,76 to 80
29257,80,76 to 80
29258,80,76 to 80
29259,80,76 to 80
29260,80,76 to 80
29261,80,76 to 80
29262,80,76 to 80
29263,80,76 to 80
29264,80,76 to 80
29265,80,76 to 80
29266,80,76 to 80
29267,80,76 to 80
29268,80,76 to 80
29269,80,76 to 80
29270,80,76 to 80
29271,80,76 to 80
29272,80,76 to 80
29273,80,76 to 80
29274,80,76 to 80
29275,80,76 to 80
29276,80,76 to 80
29277,80,76 to 80
29278,80,76 to 80
29279,80,76 to 80
29280,80,76 to 80
29281,80,76 to 80
29282,80,76 to 80
29283,80,76 to 80
29284,80,76 to 80
29285,80,76 to 80
29286,80,76 to 80
29287,80,76 to 80
29288,80,76 to 80
29289,80,76 to 80
29290,80,76 to 80
29291,80,76 to 80
29292,80,76 to 80
29293,80,76 to 80
29294,80,76 to 80
29295,80,76 to 80
29296,80,76 to 80
29297,80,76 to 80
29298,80,76 to 80
29299,80,76 to 80
29300,80,76 to 80
29301,80,76 to 80
29302,80,76 to 80
29303,80,76 to 80
29304,80,76 to 80
29305,80,76 to 80
29306,80,76 to 80
29307,80,76 to 80
29308,80,76 to 80
29309,80,76 to 80
29310,80,76 to 80
29311,80,76 to 80
29312,80,76 to 80
29313,80,76 to 80
29314,80,76 to 80
29315,80,76 to 80
29316,80,76 to 80
29317,80,76 to 80
29318,80,76 to 80
29319,80,76 to 80
29320,80,76 to 80
29321,80,76 to 80
29322,80,76 to 80
29323,80,76 to 80
29324,80,76 to 80
29325,80,76 to 80
29326,80,76 to 80
29327,80,76 to 80
29328,80,76 to 80
29329,80,76 to 80
29330,80,76 to 80
29331,80,76 to 80
29332,80,76 to 80
29333,80,76 to 80
29334,80,76 to 80
29335,80,76 to 80
29336,80,76 to 80
29337,80,76 to 80
29338,80,76 to 80
29339,80,76 to 80
29340,80,76 to 80
29341,80,76 to 80
29342,80,76 to 80
29343,80,76 to 80
29344,80,76 to 80
29345,80,76 to 80
29346,80,76 to 80
29347,80,76 to 80
29348,80,76 to 80
29349,80,76 to 80
29350,80,76 to 80
29351,80,76 to 80
29352,80,76 to 80
29353,80,76 to 80
29354,80,76 to 80
29355,80,76 to 80
29356,80,76 to 80
29357,80,76 to 80
29358,80,76 to 80
29359,80,76 to 80
29360,80,76 to 80
29361,80,76 to 80
29362,80,76 to 80
29363,80,76 to 80
29364,80,76 to 80
29365,80,76 to 80
29366,80,76 to 80
29367,80,76 to 80
29368,80,76 to 80
29369,80,76 to 80
29370,80,76 to 80
29371,80,76 to 80
29372,80,76 to 80
29373,80,76 to 80
29374,80,76 to 80
29375,80,76 to 80
29376,80,76 to 80
29377,80,76 to 80
29378,80,76 to 80
29379,80,76 to 80
29380,80,76 to 80
29381,80,76 to 80
29382,80,76 to 80
29383,80,76 to 80
29384,80,76 to 80
29385,80,76 to 80
29386,80,76 to 80
29387,80,76 to 80
29388,80,76 to 80
29389,80,76 to 80
29390,80,76 to 80
29391,80,76 to 80
29392,80,76 to 80
29393,80,76 to 80
29394,80,76 to 80
29395,80,76 to 80
29396,80,76 to 80
29397,80,76 to 80
29398,80,76 to 80
29399,80,76 to 80
29400,80,76 to 80
29401,80,76 to 80
29402,80,76 to 80
29403,81,over 80
29404,81,over 80
29405,81,over 80
29406,81,over 80
29407,81,over 80
29408,81,over 80
29409,81,over 80
29410,81,over 80
29411,81,over 80
29412,81,over 80
29413,81,over 80
29414,81,over 80
29415,81,over 80
29416,81,over 80
29417,81,over 80
29418,81,over 80
29419,81,over 80
29420,81,over 80
29421,81,over 80
29422,81,over 80
29423,81,over 80
29424,81,over 80
29425,81,over 80
29426,81,over 80
29427,81,over 80
29428,81,over 80
29429,81,over 80
29430,81,over 80
29431,81,over 80
29432,81,over 80
29433,81,over 80
29434,81,over 80
29435,81,over 80
29436,81,over 80
29437,81,over 80
29438,81,over 80
29439,81,over 80
29440,81,over 80
29441,81,over 80
29442,81,over 80
29443,81,over 80
29444,81,over 80
29445,81,over 80
29446,81,over 80
29447,81,over 80
29448,81,over 80
29449,81,over 80
29450,81,over 80
29451,81,over 80
29452,81,over 80
29453,81,over 80
29454,81,over 80
29455,81,over 80
29456,81,over 80
29457,81,over 80
29458,81,over 80
29459,81,over 80
29460,81,over 80
29461,81,over 80
29462,81,over 80
29463,81,over 80
29464,81,over 80
29465,81,over 80
29466,81,over 80
29467,81,over 80
29468,81,over 80
29469,81,over 80
29470,81,over 80
29471,81,over 80
29472,81,over 80
29473,81,over 80
29474,81,over 80
29475,81,over 80
29476,81,over 80
29477,81,over 80
29478,81,over 80
29479,81,over 80
29480,81,over 80
29481,81,over 80
29482,81,over 80
29483,81,over 80
29484,81,over 80
29485,81,over 80
29486,81,over 80
29487,81,over 80
29488,81,over 80
29489,81,over 80
29490,81,over 80
29491,81,over 80
29492,81,over 80
29493,81,over 80
29494,81,over 80
29495,81,over 80
29496,81,over 80
29497,81,over 80
29498,81,over 80
29499,81,over 80
29500,81,over 80
29501,81,over 80
29502,81,over 80
29503,81,over 80
29504,81,over 80
29505,81,over 80
29506,81,over 80
29507,81,over 80
29508,81,over 80
29509,81,over 80
29510,81,over 80
29511,81,over 80
29512,81,over 80
29513,81,over 80
29514,81,over 80
29515,81,over 80
29516,81,over 80
29517,81,over 80
29518,81,over 80
29519,81,over 80
29520,81,over 80
29521,81,over 80
29522,81,over 80
29523,81,over 80
29524,81,over 80
29525,81,over 80
29526,81,over 80
29527,81,over 80
29528,81,over 80
29529,81,over 80
29530,81,over 80
29531,81,over 80
29532,81,over 80
29533,81,over 80
29534,81,over 80
29535,81,over 80
29536,81,over 80
29537,81,over 80
29538,81,over 80
29539,81,over 80
29540,81,over 80
29541,81,over 80
29542,81,over 80
29543,81,over 80
29544,81,over 80
29545,81,over 80
29546,81,over 80
29547,81,over 80
29548,81,over 80
29549,81,over 80
29550,81,over 80
29551,81,over 80
29552,81,over 80
29553,81,over 80
29554,81,over 80
29555,81,over 80
29556,81,over 80
29557,81,over 80
29558,81,over 80
29559,81,over 80
29560,81,over 80
29561,81,over 80
29562,81,over 80
29563,81,over 80
29564,81,over 80
29565,81,over 80
29566,81,over 80
29567,81,over 80
29568,81,over 80
29569,81,over 80
29570,81,over 80
29571,81,over 80
29572,81,over 80
29573,81,over 80
29574,81,over 80
29575,81,over 80
29576,81,over 80
29577,81,over 80
29578,81,over 80
29579,81,over 80
29580,81,over 80
29581,81,over 80
29582,81,over 80
29583,81,over 80
29584,81,over 80
29585,81,over 80
29586,81,over 80
29587,81,over 80
29588,81,over 80
29589,81,over 80
29590,81,over 80
29591,81,over 80
29592,81,over 80
29593,81,over 80
29594,81,over 80
29595,81,over 80
29596,81,over 80
29597,81,over 80
29598,81,over 80
29599,81,over 80
29600,81,over 80
29601,81,over 80
29602,81,over 80
29603,81,over 80
29604,81,over 80
29605,81,over 80
29606,81,over 80
29607,81,over 80
29608,81,over 80
29609,81,over 80
29610,81,over 80
29611,81,over 80
29612,81,over 80
29613,81,over 80
29614,81,over 80
29615,81,over 80
29616,81,over 80
29617,81,over 80
29618,81,over 80
29619,81,over 80
29620,81,over 80
29621,81,over 80
29622,81,over 80
29623,81,over 80
29624,81,over 80
29625,81,over 80
29626,81,over 80
29627,81,over 80
29628,81,over 80
29629,81,over 80
29630,81,over 80
29631,81,over 80
29632,81,over 80
29633,81,over 80
29634,81,over 80
29635,81,over 80
29636,81,over 80
29637,81,over 80
29638,81,over 80
29639,81,over 80
29640,81,over 80
29641,81,over 80
29642,81,over 80
29643,81,over 80
29644,81,over 80
29645,81,over 80
29646,81,over 80
29647,81,over 80
29648,81,over 80
29649,81,over 80
29650,81,over 80
29651,81,over 80
29652,81,over 80
29653,81,over 80
29654,81,over 80
29655,81,over 80
29656,81,over 80
29657,81,over 80
29658,81,over 80
29659,81,over 80
29660,81,over 80
29661,81,over 80
29662,81,over 80
29663,81,over 80
29664,81,over 80
29665,81,over 80
29666,81,over 80
29667,81,over 80
29668,81,over 80
29669,81,over 80
29670,81,over 80
29671,81,over 80
29672,81,over 80
29673,81,over 80
29674,81,over 80
29675,81,over 80
29676,81,over 80
29677,81,over 80
29678,81,over 80
29679,81,over 80
29680,81,over 80
29681,81,over 80
29682,81,over 80
29683,81,over 80
29684,81,over 80
29685,81,over 80
29686,81,over 80
29687,81,over 80
29688,81,over 80
29689,81,over 80
29690,81,over 80
29691,81,over 80
29692,81,over 80
29693,81,over 80
29694,81,over 80
29695,81,over 80
29696,81,over 80
29697,81,over 80
29698,81,over 80
29699,81,over 80
29700,81,over 80
29701,81,over 80
29702,81,over 80
29703,81,over 80
29704,81,over 80
29705,81,over 80
29706,81,over 80
29707,81,over 80
29708,81,over 80
29709,81,over 80
29710,81,over 80
29711,81,over 80
29712,81,over 80
29713,81,over 80
29714,81,over 80
29715,81,over 80
29716,81,over 80
29717,81,over 80
29718,81,over 80
29719,81,over 80
29720,81,over 80
29721,81,over 80
29722,81,over 80
29723,81,over 80
29724,81,over 80
29725,81,over 80
29726,81,over 80
29727,81,over 80
29728,81,over 80
29729,81,over 80
29730,81,over 80
29731,81,over 80
29732,81,over 80
29733,81,over 80
29734,81,over 80
29735,81,over 80
29736,81,over 80
29737,81,over 80
29738,81,over 80
29739,81,over 80
29740,81,over 80
29741,81,over 80
29742,81,over 80
29743,81,over 80
29744,81,over 80
29745,81,over 80
29746,81,over 80
29747,81,over 80
29748,81,over 80
29749,81,over 80
29750,81,over 80
29751,81,over 80
29752,81,over 80
29753,81,over 80
29754,81,over 80
29755,81,over 80
29756,81,over 80
29757,81,over 80
29758,81,over 80
29759,81,over 80
29760,81,over 80
29761,81,over 80
29762,81,over 80
29763,81,over 80
29764,81,over 80
29765,81,over 80
29766,81,over 80
29767,81,over 80
29768,82,over 80
29769,82,over 80
29770,82,over 80
29771,82,over 80
29772,82,over 80
29773,82,over 80
29774,82,over 80
29775,82,over 80
29776,82,over 80
29777,82,over 80
29778,82,over 80
29779,82,over 80
29780,82,over 80
29781,82,over 80
29782,82,over 80
29783,82,over 80
29784,82,over 80
29785,82,over 80
29786,82,over 80
29787,82,over 80
29788,82,over 80
29789,82,over 80
29790,82,over 80
29791,82,over 80
29792,82,over 80
29793,82,over 80
29794,82,over 80
29795,82,over 80
29796,82,over 80
29797,82,over 80
29798,82,over 80
29799,82,over 80
29800,82,over 80
29801,82,over 80
29802,82,over 80
29803,82,over 80
29804,82,over 80
29805,82,over 80
29806,82,over 80
29807,82,over 80
29808,82,over 80
29809,82,over 80
29810,82,over 80
29811,82,over 80
29812,82,over 80
29813,82,over 80
29814,82,over 80
29815,82,over 80
29816,82,over 80
29817,82,over 80
29818,82,over 80
29819,82,over 80
29820,82,over 80
29821,82,over 80
29822,82,over 80
29823,82,over 80
29824,82,over 80
29825,82,over 80
29826,82,over 80
29827,82,over 80
29828,82,over 80
29829,82,over 80
29830,82,over 80
29831,82,over 80
29832,82,over 80
29833,82,over 80
29834,82,over 80
29835,82,over 80
29836,82,over 80
29837,82,over 80
29838,82,over 80
29839,82,over 80
29840,82,over 80
29841,82,over 80
29842,82,over 80
29843,82,over 80
29844,82,over 80
29845,82,over 80
29846,82,over 80
29847,82,over 80
29848,82,over 80
29849,82,over 80
29850,82,over 80
29851,82,over 80
29852,82,over 80
29853,82,over 80
29854,82,over 80
29855,82,over 80
29856,82,over 80
29857,82,over 80
29858,82,over 80
29859,82,over 80
29860,82,over 80
29861,82,over 80
29862,82,over 80
29863,82,over 80
29864,82,over 80
29865,82,over 80
29866,82,over 80
29867,82,over 80
29868,82,over 80
29869,82,over 80
29870,82,over 80
29871,82,over 80
29872,82,over 80
29873,82,over 80
29874,82,over 80
29875,82,over 80
29876,82,over 80
29877,82,over 80
29878,82,over 80
29879,82,over 80
29880,82,over 80
29881,82,over 80
29882,82,over 80
29883,82,over 80
29884,82,over 80
29885,82,over 80
29886,82,over 80
29887,82,over 80
29888,82,over 80
29889,82,over 80
29890,82,over 80
29891,82,over 80
29892,82,over 80
29893,82,over 80
29894,82,over 80
29895,82,over 80
29896,82,over 80
29897,82,over 80
29898,82,over 80
29899,82,over 80
29900,82,over 80
29901,82,over 80
29902,82,over 80
29903,82,over 80
29904,82,over 80
29905,82,over 80
29906,82,over 80
29907,82,over 80
29908,82,over 80
29909,82,over 80
29910,82,over 80
29911,82,over 80
29912,82,over 80
29913,82,over 80
29914,82,over 80
29915,82,over 80
29916,82,over 80
29917,82,over 80
29918,82,over 80
29919,82,over 80
29920,82,over 80
29921,82,over 80
29922,82,over 80
29923,82,over 80
29924,82,over 80
29925,82,over 80
29926,82,over 80
29927,82,over 80
29928,82,over 80
29929,82,over 80
29930,82,over 80
29931,82,over 80
29932,82,over 80
29933,82,over 80
29934,82,over 80
29935,82,over 80
29936,82,over 80
29937,82,over 80
29938,82,over 80
29939,82,over 80
29940,82,over 80
29941,82,over 80
29942,82,over 80
29943,82,over 80
29944,82,over 80
29945,82,over 80
29946,82,over 80
29947,82,over 80
29948,82,over 80
